context_event_hour,item_callback_ratio_15d,item_callback_ratio_1d,item_callback_ratio_30d,item_callback_ratio_3d,item_callback_ratio_7d,item_click_pv_wilson_1_15d,item_click_pv_wilson_1_30d,item_click_pv_wilson_1_3d,item_click_pv_wilson_1_7d,item_click_pv_wilson_3_15d,item_click_pv_wilson_3_30d,item_click_pv_wilson_3_7d,item_collect_uv_15d,item_collect_uv_1d,item_collect_uv_30d,item_collect_uv_3d,item_collect_uv_7d,item_frontpage_agee_pv_ctr_15d,item_frontpage_agee_pv_ctr_1d,item_frontpage_agee_pv_ctr_30d,item_frontpage_agee_pv_ctr_3d,item_frontpage_agee_pv_ctr_7d,item_frontpage_click_pv_15d,item_frontpage_click_pv_1d,item_frontpage_click_pv_30d,item_frontpage_click_pv_3d,item_frontpage_click_pv_7d,item_frontpage_sight_pv_15d,item_frontpage_sight_pv_1d,item_frontpage_sight_pv_30d,item_frontpage_sight_pv_3d,item_frontpage_sight_pv_7d,item_frontpage_wilson_pv_ctr_15d,item_frontpage_wilson_pv_ctr_1d,item_frontpage_wilson_pv_ctr_30d,item_frontpage_wilson_pv_ctr_3d,item_frontpage_wilson_pv_ctr_7d,item_like_uv_15d,item_like_uv_1d,item_like_uv_30d,item_like_uv_3d,item_like_uv_7d,item_prop_author_articlenum,item_prop_author_comment_num,item_prop_author_favorites_num,item_prop_author_fellowsnum,item_prop_author_like_num,item_prop_author_share_cnt,item_prop_publishtime,item_prop_time_decay,item_quality_cover_score,item_quality_effect_score,item_quality_rare_score,item_quality_time_score,item_reply_uv_15d,item_reply_uv_1d,item_reply_uv_30d,item_reply_uv_3d,item_reply_uv_7d,item_sight_pv_wilson_1_15d,item_sight_pv_wilson_1_30d,item_sight_pv_wilson_1_3d,item_sight_pv_wilson_1_7d,item_sight_pv_wilson_3_15d,item_sight_pv_wilson_3_30d,item_sight_pv_wilson_3_7d,item_uv_15d,item_uv_1d,item_uv_30d,item_uv_3d,item_uv_7d,macth_nlp_sec_tag_avg,macth_nlp_sec_tag_max,macth_nlp_sec_tag_sum,macth_nlp_tag_avg,macth_nlp_tag_max,macth_nlp_tag_num,macth_nlp_tag_sum,macth_series_search_15d,macth_series_search_30d,macth_series_search_60d,macth_series_search_7d,macth_series_search_90d,match_item_lst_type,match_series_dur_15d,match_series_dur_30d,match_series_dur_7d,match_series_dur_maxmin_15d,match_series_dur_maxmin_30d,match_series_dur_maxmin_7d,match_series_dur_weight_15d,match_series_dur_weight_30d,match_series_dur_weight_7d,match_series_lst,match_series_pref,match_series_pv_15d,match_series_pv_30d,match_series_pv_7d,match_series_pv_maxmin_15d,match_series_pv_maxmin_30d,match_series_pv_maxmin_7d,match_series_pv_weight_15d,match_series_pv_weight_30d,match_series_pv_weight_7d,user_click_num_15d,user_click_num_30d,user_click_num_7d,user_duration_15d,user_duration_30d,user_duration_7d,rt_item_frontpage_click_pv,rt_item_frontpage_click_pv_1h,rt_item_frontpage_click_pv_3h,rt_item_frontpage_wilson_click_ratio_1_3h,rt_item_frontpage_wilson_click_ratio_1h,rt_item_frontpage_wilson_click_ratio_3h,rt_item_frontpage_wilson_ctr,rt_item_frontpage_wilson_ctr_1h,rt_item_frontpage_wilson_ctr_3h,rt_item_frontpage_wilson_sight_ratio_1_3h,rt_item_frontpage_wilson_sight_ratio_1h,rt_item_frontpage_wilson_sight_ratio_3h,rt_item_pv,rt_item_pv_1h,rt_item_pv_3h,rt_item_uv,rt_item_uv_1h,rt_item_uv_3h,rt_match_item_dgc,rt_match_item_rank,rt_match_item_weights,rt_match_series_maxmin,rt_match_series_sim_lst1,rt_match_series_sim_lst2,rt_match_series_sim_lst3,rt_match_series_sim_lst4,rt_match_series_sim_lst5,rt_match_series_sim_top1,rt_match_series_sim_top2,rt_match_series_sim_top3,rt_match_series_sim_top4,rt_match_series_sim_top5,rt_match_series_wsim_top1,rt_match_series_wsim_top2,rt_match_series_wsim_top3,rt_match_series_wsim_top4,rt_match_series_wsim_top5,rt_user_click_num,rt_user_ctr,rt_user_sight_show_num,label
14,1.342,1.698,1.342,1.658,1.681,0.19599,0.19599,0.40177,0.2661,0.43056,0.43056,0.59202,0.00774,0.00014,0.00774,0.00313,0.00413,0.11878,0.12721,0.11599,0.12575,0.12976,7.00941,5.64897,7.00941,6.32794,6.71538,9.13443,7.70301,9.13443,8.39615,8.75163,0.1035,0.09641,0.1035,0.10332,0.11063,0.00048,0.00014,0.00048,0.00027,0.00018,4.0,4.0,4.0,5.0,4.0,4.0,2136,0.344,0.556,0.99976,0.489549,0.570204,0.00348,0.00052,0.00348,0.00056,0.00096,0.21744,0.21744,0.46232,0.3209,0.45198,0.45198,0.67113,8.412,5.617,8.412,6.273,6.664,0.0,0.0,0.0,0.058,0.058,1,0.058,0.0,0.0,0.0,0.0,0.0,1.0,6.213,6.482,4.094,0.521,0.628,0.108,0.095,0.082,0.034,0.0,0.0,3.135,4.078,1.099,0.227,0.552,0.021,0.026,0.042,0.006,1.792,1.946,0.693,6.31,6.163,5.948,4.234,1.099,3.135,0.00606,0.00201,0.1219,0.0666,0.00821,0.0463,0.02852,0.00862,0.21749,4.22,1.099,3.091,4.143,1.099,2.89,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.792,0
17,1.0,1.0,1.0,1.0,1.0,0.11141,0.11141,0.4966,0.24485,0.21621,0.21621,0.47706,0.0,0.0,0.0,0.0,0.0,0.15861,0.14964,0.15825,0.14962,0.15106,10.15712,8.04719,10.15712,8.68339,9.37628,11.99784,9.94564,11.99784,10.58223,11.26576,0.15422,0.13782,0.15422,0.14095,0.14484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779,0.411,0.648,0.99995,0.999808,0.625718,0.0,0.0,0.0,0.0,0.0,0.12435,0.12435,0.51648,0.25925,0.23749,0.23749,0.49588,0.0,0.0,0.0,0.0,0.0,0.103,0.154,0.308,0.113,0.129,7,0.791,3.0,14.0,14.0,3.0,14.0,0.0,6.805,7.561,6.196,1.0,1.0,0.736,0.402,0.424,0.29,0.0,0.453,4.369,5.656,2.398,0.578,1.0,0.074,0.316,0.468,0.059,2.197,2.485,1.386,6.655,6.619,7.056,6.542,3.664,4.682,0.17079,0.02508,0.0978,0.11521,0.05141,0.07182,0.28917,0.0521,0.16053,6.479,3.258,4.489,6.447,3.258,4.489,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386,0
13,1.0,1.0,1.0,1.0,1.0,0.77648,0.77648,0.77648,0.77648,0.99881,0.99881,0.99881,0.0,0.0,0.0,0.0,0.0,0.16018,0.15802,0.15976,0.16025,0.16023,10.02889,9.79362,10.02889,10.02889,10.02889,11.85965,11.63842,11.85965,11.85965,11.85965,0.15547,0.15271,0.15547,0.15547,0.15547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,0.796,0.564,0.968757,0.958061,0.7738,0.0,0.0,0.0,0.0,0.0,0.79617,0.79617,0.79617,0.79617,0.99981,0.99981,0.99981,0.0,0.0,0.0,0.0,0.0,0.075,0.105,0.225,0.082,0.148,5,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.078,5.182,3.638,6.628,6.86,6.929,7.525,4.466,6.087,0.11843,0.02742,0.19113,0.12295,0.0896,0.11827,0.16039,0.03473,0.2022,7.497,4.382,6.031,7.459,4.357,6.001,0.923,1.0,0.333,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.01347,3.091,0
17,1.414,1.423,1.414,1.414,1.414,0.84298,0.84298,0.84298,0.84298,0.95399,0.95399,0.95399,0.0,0.0,0.0,0.0,0.0,0.10807,0.11154,0.10478,0.10848,0.10833,6.32972,6.24804,6.32972,6.32972,6.32972,8.54811,8.43858,8.54811,8.54811,8.54811,0.08879,0.09054,0.08879,0.08879,0.08879,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,397,0.82,0.55,0.870415,0.813015,0.972439,0.00093,0.0006,0.00093,0.00093,0.00093,0.87287,0.87287,0.87287,0.87287,0.9948,0.9948,0.9948,7.01,6.949,7.01,7.01,7.01,0.255,0.255,0.255,0.362,0.362,1,0.362,0.0,0.0,0.0,0.0,0.0,1.0,4.754,4.754,4.382,0.19,0.19,0.192,0.038,0.033,0.056,1.0,0.021,1.792,1.792,1.609,0.048,0.04,0.061,0.01,0.009,0.022,3.296,3.296,3.045,6.957,6.72,6.883,5.142,1.792,3.689,0.01849,0.00428,0.10894,0.08923,0.01948,0.06053,0.05623,0.01261,0.17512,5.094,1.792,3.664,5.004,1.792,3.584,0.98,1.0,0.667,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00358,4.407,0
0,1.395,1.371,1.395,1.398,1.395,0.16145,0.16145,0.41412,0.16145,0.37112,0.37112,0.37112,0.00229,9e-05,0.00229,0.00124,0.00229,0.16308,0.13084,0.16189,0.14563,0.16322,9.05263,7.34601,9.05263,8.12976,9.05263,10.86431,9.37822,10.86431,10.05509,10.86431,0.15544,0.11623,0.15544,0.1346,0.15544,0.00055,3e-05,0.00055,0.00015,0.00055,3.0,4.0,4.0,4.0,3.0,4.0,805,0.669,0.552,0.997316,0.872771,0.906171,0.00132,0.0,0.00132,4e-05,0.00132,0.21722,0.21722,0.49178,0.21722,0.43435,0.43435,0.43435,9.386,7.533,9.386,8.397,9.386,0.151,0.151,0.151,0.196,0.196,1,0.196,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.401,3.638,2.708,8.217,8.003,7.439,6.589,2.398,4.754,0.02047,0.00323,0.10205,0.10228,0.03189,0.09911,0.05666,0.00702,0.10553,6.542,2.079,4.615,6.492,2.079,4.466,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.01887,0.693,0
8,1.274,1.199,1.274,1.249,1.274,0.11531,0.11531,0.32145,0.11531,0.34465,0.34465,0.34465,0.00276,0.00037,0.00276,0.00107,0.00276,0.16912,0.14935,0.16842,0.15366,0.1692,9.69818,7.64156,9.69818,8.68575,9.69818,11.47427,9.54144,11.47427,10.55792,11.47427,0.16333,0.13503,0.16333,0.14479,0.16333,0.00013,7e-05,0.00013,5e-05,0.00013,3.0,4.0,4.0,3.0,4.0,4.0,1071,0.585,0.556,0.999532,0.810469,0.844243,0.00098,0.00037,0.00098,0.00072,0.00098,0.13915,0.13915,0.34969,0.13915,0.3921,0.3921,0.3921,10.14,8.307,10.14,9.219,10.14,0.067,0.067,0.067,0.063,0.063,1,0.063,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.829,3.989,3.526,6.882,6.723,6.913,6.777,2.079,4.787,0.01091,0.00148,0.08789,0.11758,0.02648,0.14637,0.0463,0.00383,0.06804,6.745,1.946,4.691,6.669,1.946,4.511,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609,0
9,1.229,1.207,1.229,1.229,1.229,0.5769,0.5769,0.57737,0.5769,0.99838,0.99838,0.99838,0.00184,0.00159,0.00184,0.00182,0.00184,0.16736,0.16345,0.16718,0.16732,0.16738,11.05738,10.52417,11.05738,11.05657,11.05738,12.84474,12.3353,12.84474,12.8443,12.84474,0.16439,0.15963,0.16439,0.16433,0.16439,0.00047,0.0004,0.00047,0.00046,0.00047,2.0,2.0,3.0,2.0,2.0,3.0,642,0.725,0.554,0.995929,0.876174,0.94427,0.00066,0.00056,0.00066,0.00064,0.00066,0.59685,0.59685,0.59711,0.59685,0.99935,0.99935,0.99935,11.483,10.94,11.483,11.48,11.483,0.577,0.577,0.577,0.542,0.542,1,0.542,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817,6.269,4.779,7.959,7.718,7.783,8.232,5.704,7.398,0.14015,0.06014,0.3942,0.14776,0.1337,0.14193,0.14908,0.06444,0.41847,8.199,5.67,7.363,8.166,5.645,7.327,0.756,1.0,0.333,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.303,0.02331,4.454,0
13,1.499,1.452,1.499,1.542,1.525,0.16139,0.16139,0.2544,0.19624,0.58594,0.58594,0.72078,0.00071,0.0001,0.00071,0.00025,0.00033,0.0942,0.10322,0.09375,0.11201,0.10468,7.55591,5.96615,7.55591,7.11396,7.36518,9.91793,8.2343,9.91793,9.30164,9.62079,0.08442,0.08101,0.08442,0.09789,0.09292,8e-05,0.0,8e-05,3e-05,2e-05,3.0,3.0,3.0,5.0,3.0,3.0,1613,0.446,0.545,0.997127,0.489684,0.645027,0.00071,0.0001,0.00071,0.00042,0.00033,0.17239,0.17239,0.32152,0.23268,0.52236,0.52236,0.70819,7.772,5.971,7.772,7.084,7.419,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.178,3.497,2.89,5.956,5.814,6.043,4.277,1.386,3.219,0.01184,0.00408,0.13314,0.03838,0.00545,0.02633,0.08018,0.02615,0.26291,4.19,1.386,3.219,4.111,1.386,3.091,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00985,3.401,0
9,1.488,1.586,1.488,1.561,1.488,0.07075,0.07075,0.21213,0.07075,0.31282,0.31282,0.31282,0.00218,0.0,0.00218,5e-05,0.00218,0.15799,0.17374,0.15689,0.13504,0.15812,9.02858,6.56244,9.02858,7.94485,9.02858,10.87203,8.30623,10.87203,9.94573,10.87203,0.15046,0.1468,0.15046,0.12377,0.15046,0.00081,0.0,0.00081,1e-05,0.00081,3.0,4.0,4.0,5.0,3.0,4.0,1128,0.569,0.561,0.999434,0.873885,0.82461,0.00258,0.00021,0.00258,0.00037,0.00258,0.07124,0.07124,0.18071,0.07124,0.3854,0.3854,0.3854,9.33,6.617,9.33,8.004,9.33,0.094,0.094,0.094,0.137,0.137,1,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386,3.135,1.099,4.043,6.599,4.22,5.357,1.946,3.434,0.03304,0.00473,0.05997,0.13803,0.04936,0.07669,0.04208,0.00621,0.10359,5.303,1.386,3.219,5.252,1.386,3.178,0.887,0.75,0.143,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.197,0.07108,3.178,0
15,1.165,1.18,1.165,1.196,1.171,0.39746,0.39746,0.5051,0.46572,0.52502,0.52502,0.62653,0.0,0.0,0.0,0.0,0.0,0.05422,0.04368,0.0628,0.04911,0.05156,4.31749,3.95124,4.31749,4.12713,4.18965,7.33498,7.11721,7.33498,7.18992,7.21524,0.02742,0.02096,0.02742,0.02469,0.02616,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,2000,0.368,0.556,0.998977,0.433158,0.592019,0.00433,0.00077,0.00433,0.00066,0.00063,0.74823,0.74823,0.88537,0.85865,0.8147,0.8147,0.94277,8.262,6.389,8.262,7.01,7.654,0.0,0.0,0.0,0.054,0.054,2,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394,4.394,2.079,6.755,6.755,5.468,3.296,0.693,2.773,0.00232,0.00138,0.18327,0.01205,0.0004,0.00946,0.11817,0.06538,0.47392,5.118,2.833,4.394,5.017,2.773,4.304,0.756,0.375,0.04,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,3.258,0.12021,4.431,0
15,1.38,1.502,1.38,1.376,1.38,0.75447,0.75447,0.7809,0.75447,0.92905,0.92905,0.92905,0.04835,0.00515,0.04835,0.04578,0.04835,0.02684,0.02324,0.02795,0.02603,0.02665,6.90073,6.70686,6.90073,6.87109,6.90073,10.53287,10.47212,10.53287,10.5246,10.53287,0.0226,0.01946,0.0226,0.02207,0.0226,0.00851,0.00038,0.00851,0.00762,0.00851,2.0,4.0,3.0,4.0,3.0,4.0,693,0.707,0.526,0.888325,0.825756,0.752414,0.03363,0.00128,0.03363,0.03008,0.03363,0.93465,0.93465,0.94283,0.93465,0.98905,0.98905,0.98905,10.172,7.978,10.172,10.148,10.172,0.0,0.0,0.0,0.043,0.043,2,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258,5.1,3.091,6.196,6.799,5.971,6.604,3.332,5.069,0.06919,0.01455,0.14862,0.01715,0.00645,0.01221,0.16969,0.04107,0.23285,8.792,5.263,7.147,8.695,5.226,7.046,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386,0
23,1.688,1.688,1.688,1.688,1.688,0.99721,0.99721,0.99721,0.99721,0.99721,0.99721,0.99721,0.00502,0.00502,0.00502,0.00502,0.00502,0.16834,0.16856,0.16718,0.16852,0.16847,9.17253,9.17253,9.17253,9.17253,9.17253,10.95256,10.95256,10.95256,10.95256,10.95256,0.16093,0.16093,0.16093,0.16093,0.16093,2e-05,2e-05,2e-05,2e-05,2e-05,2.0,2.0,3.0,3.0,2.0,3.0,379,0.827,0.55,0.90243,0.570947,0.786269,0.00174,0.00174,0.00174,0.00174,0.00174,0.99953,0.99953,0.99953,0.99953,0.99953,0.99953,0.99953,9.576,9.576,9.576,9.576,9.576,0.0,0.0,0.0,0.016,0.016,1,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.689,4.331,2.773,7.988,7.91,7.953,8.681,5.136,6.88,0.12135,0.01965,0.14229,0.14197,0.12251,0.13536,0.134,0.02103,0.14941,8.581,4.159,6.33,8.535,4.143,6.306,0.961,1.0,1.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00953,3.434,0
12,1.426,1.406,1.401,1.434,1.443,0.12216,0.05235,0.43611,0.20418,0.26694,0.11409,0.44793,0.00096,0.00077,0.00177,0.001,0.00086,0.15359,0.14534,0.15112,0.15156,0.15392,9.48174,7.49053,10.32479,8.23111,8.97335,11.35416,9.41744,12.21228,10.11654,10.84373,0.14767,0.13034,0.14749,0.14067,0.14624,1e-05,0.0,0.00029,0.0,2e-05,2.0,3.0,3.0,2.0,2.0,3.0,3721,0.156,0.557,0.999999,0.917642,0.277655,0.00134,0.00043,0.00147,0.00045,0.00086,0.13825,0.0585,0.48111,0.23087,0.28236,0.11936,0.47222,9.495,7.485,10.507,8.23,8.974,0.085,0.085,0.085,0.147,0.147,1,0.147,0.0,0.0,0.0,0.0,0.0,4.0,4.82,5.68,4.7,0.066,0.096,0.062,0.037,0.038,0.037,0.0,0.032,2.079,3.258,1.946,0.119,0.207,0.103,0.043,0.067,0.043,3.871,4.5,3.555,6.494,6.725,6.758,5.924,3.367,4.956,0.08204,0.03045,0.26316,0.10825,0.0472,0.09299,0.1778,0.06578,0.33137,5.894,3.332,4.949,5.832,3.332,4.898,1.0,1.0,0.5,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.00775,2.89,0
22,1.161,1.214,1.161,1.251,1.161,0.18842,0.18842,0.4106,0.18842,0.40546,0.40546,0.40546,0.00544,0.00102,0.00544,0.00291,0.00544,0.08815,0.08595,0.08782,0.08697,0.08809,7.09838,5.69373,7.09838,6.35784,7.09838,9.5277,8.147,9.5277,8.80026,9.5277,0.07667,0.06478,0.07667,0.07103,0.07667,0.00012,0.0,0.00012,0.0,0.00012,4.0,4.0,4.0,5.0,4.0,4.0,1223,0.543,0.56,0.98774,0.802349,0.818782,0.00085,0.0,0.00085,7e-05,0.00085,0.23329,0.23329,0.48951,0.23329,0.4618,0.4618,0.4618,7.992,5.82,7.992,6.494,7.992,0.147,0.147,0.147,0.151,0.151,1,0.151,0.0,0.0,0.0,0.0,0.0,9.0,5.74,6.869,3.526,0.025,0.039,0.005,0.013,0.022,0.003,0.0,0.015,3.091,4.913,1.386,0.025,0.076,0.009,0.01,0.034,0.003,6.082,6.312,5.485,8.126,7.924,8.253,5.112,2.303,3.332,0.07403,0.01199,0.06618,0.06104,0.03609,0.03766,0.10186,0.01534,0.11716,5.017,1.609,2.944,4.956,1.609,2.89,0.938,1.0,0.273,0.0,0.108,0.024,0.108,0.06,0.108,0.108,0.091,0.024,0.06,0.024,0.108,0.006,0.002,0.004,0.0,2.565,0.0189,5.124,0
13,1.465,1.437,1.465,1.46,1.465,0.48697,0.48697,0.50417,0.48697,0.93466,0.93466,0.93466,0.00021,0.0,0.00021,0.00022,0.00021,0.15442,0.15741,0.14889,0.15571,0.15508,7.26962,6.67834,7.26962,7.23706,7.26962,9.12805,8.52258,9.12805,9.09302,9.12805,0.13785,0.13393,0.13785,0.13791,0.13785,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,811,0.667,0.544,0.988384,0.764019,0.921082,3e-05,5e-05,3e-05,3e-05,3e-05,0.51968,0.51968,0.53873,0.51968,0.95463,0.95463,0.95463,7.327,6.706,7.327,7.273,7.327,0.284,0.284,0.284,0.399,0.399,1,0.399,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.871,4.727,3.497,7.431,7.288,7.722,5.497,2.833,4.357,0.06528,0.02036,0.19,0.13461,0.07094,0.10744,0.09664,0.02975,0.25378,5.455,2.773,4.277,5.416,2.639,4.234,0.658,0.833,0.154,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.639,0.0482,4.331,0
21,1.375,1.37,1.375,1.375,1.375,0.88891,0.88891,0.88891,0.88891,0.98818,0.98818,0.98818,0.00304,0.00278,0.00304,0.00304,0.00304,0.17998,0.18272,0.17429,0.18095,0.18069,7.72135,7.6406,7.72135,7.72135,7.72135,9.42763,9.33803,9.42763,9.42763,9.42763,0.16482,0.16563,0.16482,0.16482,0.16482,0.00023,0.00025,0.00023,0.00023,0.00023,2.0,3.0,3.0,2.0,3.0,3.0,481,0.786,0.561,0.967027,0.899116,0.968049,0.00353,0.00329,0.00353,0.00353,0.00353,0.90081,0.90081,0.90081,0.90081,0.99783,0.99783,0.99783,8.986,8.933,8.986,8.986,8.986,0.177,0.177,0.177,0.239,0.239,1,0.239,0.0,0.0,0.0,0.0,0.0,5.0,6.664,7.026,6.609,0.226,0.117,0.861,0.047,0.019,0.135,1.0,0.069,3.784,4.111,3.714,0.358,0.158,0.769,0.045,0.019,0.12,5.67,6.407,4.71,7.586,7.994,7.345,8.359,4.682,6.4,0.11318,0.01558,0.11623,0.1454,0.13164,0.15661,0.13296,0.01527,0.10697,8.323,4.511,6.342,8.278,4.477,6.306,0.89,1.0,0.286,1.0,0.036,1.0,0.036,0.024,0.024,1.0,0.036,0.024,0.024,0.024,1.0,0.0,0.0,0.0,0.0,2.197,0.01312,4.828,0
18,1.417,1.47,1.417,1.412,1.417,0.27085,0.27085,0.29072,0.27085,0.91015,0.91015,0.91015,0.00073,0.00114,0.00073,0.00067,0.00073,0.13293,0.23977,0.13163,0.12766,0.13306,8.27487,7.09257,8.27487,8.20576,8.27487,10.29048,8.51419,10.29048,10.26333,10.29048,0.12361,0.21217,0.12361,0.1182,0.12361,0.0002,0.00012,0.0002,0.00014,0.0002,3.0,3.0,3.0,4.0,3.0,3.0,716,0.699,0.538,0.997723,0.754158,0.940995,0.00107,0.0,0.00107,0.00102,0.00107,0.15859,0.15859,0.16298,0.15859,0.96805,0.96805,0.96805,8.472,7.181,8.472,8.405,8.472,0.204,0.204,0.204,0.265,0.265,1,0.265,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296,4.19,3.296,6.472,6.682,6.472,6.547,2.996,4.796,0.05415,0.00919,0.11236,0.17058,0.06877,0.12386,0.09235,0.01672,0.15357,6.521,2.485,4.7,6.452,2.485,4.615,0.98,1.0,0.667,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.003,0.0,0.0,0.0,1.792,0.05868,2.565,0
2,1.35,1.695,1.35,1.761,1.35,0.20365,0.20365,0.53803,0.20365,0.35989,0.35989,0.35989,0.00476,2e-05,0.00476,0.00019,0.00476,0.08775,0.09626,0.08769,0.09677,0.08774,8.85367,7.37463,8.85367,7.90875,8.85367,11.28709,9.71487,11.28709,10.24392,11.28709,0.08284,0.08539,0.08284,0.0883,0.08284,0.00067,2e-05,0.00067,5e-05,0.00067,3.0,5.0,4.0,5.0,4.0,5.0,970,0.616,0.565,0.983606,0.872771,0.865553,0.0069,2e-05,0.0069,1e-05,0.0069,0.20048,0.20048,0.57438,0.20048,0.34391,0.34391,0.34391,11.587,7.696,11.587,8.311,11.587,0.216,0.216,0.216,0.224,0.224,1,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,4.564,3.219,7.116,7.398,7.131,6.503,2.398,4.304,0.03233,0.00352,0.06256,0.07632,0.03422,0.05287,0.04915,0.00527,0.09154,6.489,2.398,4.234,6.455,2.303,4.205,1.0,1.0,0.5,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.00932,2.708,0
